#timestamp [ns],w_RS_S_x [rad s^-1],w_RS_S_y [rad s^-1],w_RS_S_z [rad s^-1],a_RS_S_x [m s^-2],a_RS_S_y [m s^-2],a_RS_S_z [m s^-2]
36540186834222,-0.017917011,-0.0015491684,-0.014862424,0.274674,-0.5525554,-9.733955
36540186934278,0.0036318572,-0.0017221806,-0.008660702,0.102777906,-0.52481216,-9.76407
36540187839665,-0.019755775,-0.0006009939,-0.0027046092,0.09434895,-0.47791785,-9.769477
36540188760175,-0.031743053,-0.0041096276,-0.022553848,0.05411848,-0.40200287,-9.789247
36540189790685,-0.011883193,-0.0061397175,-0.0133731095,0.013609459,-0.24591266,-9.763392
36540190821123,-0.02752797,-0.0061415625,0.038102265,-0.034474626,-0.40231928,-9.771517
36540191831594,0.0050870725,-7.989095e-05,0.015416522,0.10098053,-0.43565226,-9.763291
36540192832098,-0.040177394,-0.03386993,-0.09616594,-0.4649519,-0.23134018,-9.77958
36540193757511,-0.0347364,-0.0024456927,-0.045874,0.43913776,-0.47358257,-9.680471
36540194777977,0.009371671,-0.0031636348,-0.018859474,0.20673728,-0.6370995,-9.728833
36540195783514,0.0018261658,-0.0007440554,0.00067806133,0.19877927,-0.5209982,-9.718861
36540196798979,0.0012493266,-0.0029393893,-0.0025818646,0.12660481,-0.5439388,-9.729255
36540197814443,-1.6166738e-05,-0.0013369384,-0.0020476088,0.17659877,-0.5752635,-9.73918
36540198814946,0.0061810478,-0.0044426075,-0.0003555576,0.011723326,-0.5377543,-9.77639
36540199835407,0.017116591,-0.004416316,0.016030287,-0.03694391,-0.56687266,-9.795646
36540200840874,0.0075808987,-0.0057168067,0.00057058566,-0.029613907,-0.57274467,-9.831254
36540201846358,0.0109083075,0.0010515074,-0.007490836,0.6307405,-0.5641885,-9.651687
36540202771790,-0.050064094,0.008932309,-0.036788695,0.43753535,-0.575669,-9.718646
36540203772398,-0.020695819,0.0012551605,-0.0012176889,0.18016174,-0.5139732,-9.766809
36540204777810,-0.003981649,4.9780898e-05,0.0036673497,0.15393054,-0.54218614,-9.746326
36540205798301,-0.0028827798,-0.00019923777,0.0016921959,0.15347336,-0.5291364,-9.759574
36540206823750,-0.006429673,-0.000908503,0.020150064,0.14384878,-0.48725787,-9.721989
36540207834379,0.01483423,0.0034868643,0.013253193,0.18845208,-0.4839876,-9.764135
36540208844729,-0.0002603117,-0.0023728383,-0.020130685,0.11243988,-0.49706373,-9.780893
36540209760173,-0.00973826,-0.007283933,-0.014561725,0.01707793,-0.5478613,-9.779026
36540210785676,-0.013861666,-0.011599247,-0.041418787,0.12340322,-0.5206882,-9.763163
36540211786160,0.0014438354,-0.0030104327,0.00016975455,0.091465525,-0.52317274,-9.776441
36540212796680,0.020021928,0.0066062617,0.021218969,0.089143686,-0.55026716,-9.805035
36540213807138,-0.0037009749,-0.0038061887,-0.041917942,0.22874434,-0.5401267,-9.739555
36540214842689,-0.0005685034,0.0010648514,0.0039039098,-0.04904492,-0.5335973,-9.78081
36540215753187,0.00953307,-0.00034724618,0.013252514,0.08008174,-0.51730025,-9.7662
36540216773675,-0.00308874,-0.008932734,-0.0048843,0.30484867,-0.57978195,-9.761309
36540217804266,0.016331606,0.0024746154,0.035569917,0.044069957,-0.42300338,-9.759029
36540218824732,0.0026012463,-0.0066425344,-0.0092099095,0.02757903,-0.47641543,-9.761839
36540219850097,0.0037788854,-0.010434733,-0.017717212,0.40593258,-0.68649524,-9.859169
36540220755549,-0.00038956566,0.0063651,0.0061278227,0.15604617,-0.42336562,-9.749703
36540221766147,0.006600555,-0.0050097806,-0.037001487,0.1554368,-0.44924733,-9.767838
36540222776555,0.013788899,-0.010804837,-0.06803976,-0.11608667,-0.42694533,-9.836149
36540223782021,-0.011522084,0.0021037168,0.009499033,0.07369533,-0.59677416,-9.775851
36540224797595,-0.004489242,-0.014543284,-0.0780024,0.096826725,-0.5164015,-9.708534
36540225818030,-0.01896258,0.0057918006,0.023514023,0.07687668,-0.59130543,-9.770117
36540226823528,-0.006933342,0.017029675,-0.016392779,0.17725201,-0.5612247,-9.766338
36540227844030,0.004528844,0.012661275,0.076445706,0.19696376,-0.5734004,-9.73142
36540228759501,0.002455074,-0.016676176,-0.04615885,0.25417718,-0.5875622,-9.790226
36540229760031,-0.009158642,-0.009612175,-0.031168085,0.09114963,-0.55563563,-9.767567
36540230775492,0.007997519,0.019067252,0.059781622,0.31144264,-0.52401304,-9.738307
36540231776034,-0.021535322,-0.005306705,-0.12163037,0.28346917,-0.5099734,-9.7493515
36540232781596,0.0058059874,0.00037586028,0.013411913,0.1351507,-0.55856514,-9.741203
36540233796990,0.005651035,0.0009696187,-0.008191302,0.21346742,-0.5075325,-9.735691
36540234812654,0.0058939364,-0.006696074,0.009692356,0.1207922,-0.46867362,-9.760335
36540235822996,0.023122156,-0.0067760176,-0.023818528,0.12741864,-0.49020362,-9.770332
36540236833574,0.0020252746,-0.00024493138,0.0060461457,0.17006715,-0.51234126,-9.769113
36540237753956,-0.0007018339,-0.0014905586,-0.0030314648,0.16974826,-0.51512325,-9.765115
36540238754479,-0.0011677643,-0.00091905054,0.0010900494,0.18046187,-0.5101519,-9.776228
36540239765008,0.0006786184,-0.00013988142,0.0064499904,0.17235549,-0.5117368,-9.765063
36540240805511,-0.0011078314,-0.0020295137,-0.005605204,0.17378348,-0.51695323,-9.767009
36540241821054,-0.0028143176,-0.0007599377,0.0006505281,0.17703748,-0.5159931,-9.7603445
36540242826516,-0.013086428,-0.0014447203,0.011748597,0.2426558,-0.5425203,-9.7616
36540243747048,-0.012033947,0.008904836,0.044485006,0.47573778,-0.52580065,-9.708966
36540244777654,-0.002106976,-0.0021830238,-0.005183738,0.12618162,-0.5167866,-9.777352
36540245798095,0.00091250543,-0.0004454942,0.0047520907,0.18338734,-0.50830126,-9.773509
36540246818533,-3.1428965e-05,-3.356382e-05,0.0034060662,0.1772952,-0.51695096,-9.776007
36540247824027,-0.0018084178,-0.0013784578,-0.004439746,0.16708304,-0.5072693,-9.774614
36540248829669,-0.0030605155,0.00044014948,0.009261499,0.18093269,-0.5157591,-9.772679
36540249770027,0.0037378368,-0.0012756354,-0.0021579354,0.17909692,-0.5076841,-9.7615595
36540250785542,0.0019693687,-0.0014809384,0.0016397336,0.17389996,-0.5141335,-9.771877
36540251786050,-0.0031712549,-0.0012040932,-0.0011024865,0.21951243,-0.51936,-9.757242
36540252796602,-0.005352508,0.0013453366,0.00066692254,0.2280028,-0.52659446,-9.765216
36540253812069,0.0038456453,-0.0009947711,0.0026052601,0.17483337,-0.49487257,-9.786083
36540254817681,0.0027669035,-0.002343341,-0.0007245827,0.16499178,-0.53734684,-9.78236
36540255828089,-0.0047310754,-0.0013736316,0.0010768436,0.1545019,-0.5260625,-9.791624
36540256833608,0.008098072,-0.002606566,-0.003722958,0.1653229,-0.5202773,-9.76691
36540257844245,-0.011082116,-0.0007994921,-0.0021598598,0.15875827,-0.5143502,-9.793364
36540258754594,0.00023703133,-0.0007386783,-0.0014561748,0.18720308,-0.5147504,-9.7569
36540259770217,-0.0028161223,0.0017282084,0.020261971,0.18397452,-0.5050678,-9.76987
36540260795772,-0.010208627,-0.0027964164,-0.009081287,0.17749801,-0.52389914,-9.770799
36540261806269,0.032593235,-0.0052684504,-0.01826206,0.18310426,-0.55034715,-9.720263
36540262821680,-0.028677663,0.055041168,0.47071615,3.211034,-0.20962895,-9.568839
36540263837200,-0.12403701,-0.1518233,-1.1780691,8.77674,-9.120543,-10.572288
36540264752679,-0.6101599,-0.39189786,-0.06817839,8.149963,-1.7074713,-9.03845
36540265783229,-0.25297096,-0.07034564,-0.5431225,3.4121277,0.42146945,-14.875699
36540266798734,0.29111737,-0.027451465,0.25536382,2.042713,0.8395206,-7.5142317
36540267809252,0.007930907,0.012728746,0.41086206,0.4829947,-0.7538343,-13.529584
36540268809755,-0.15348968,-0.19541498,-0.10776465,0.41070607,-1.1599251,-8.765877
36540269810269,0.49612674,-0.008450193,-0.23770826,1.6015725,-0.12168137,-11.275888
36540270815800,0.2905579,0.32302856,0.3400182,1.0574526,0.7170574,-11.803756
36540271816311,-0.07215801,0.048728142,0.25373662,1.2677902,0.19202869,-9.518846
36540272831910,-0.28878993,-0.029223718,0.25190732,1.8258404,1.044329,-9.678976
36540273847415,0.26442656,-0.00016345011,0.5030864,0.91470855,0.4283322,-9.45219
36540274767855,0.1333304,0.10021988,0.5145764,0.8948921,0.6139981,-11.459955
36540275773457,-0.08754707,0.10934888,0.46708974,0.5936277,0.0507292,-10.343055
36540276793910,-0.24455927,0.1727129,0.14205012,0.20824146,0.81352955,-11.655219
36540277799517,-0.23951715,0.011431777,-0.2709705,-0.62129956,-0.74218655,-12.163891
36540278814946,-0.07105462,-0.012958632,0.010616311,-0.35844845,-0.34742,-8.825025
36540279835613,-0.026664134,-0.05519302,-0.030283047,-0.7169915,-0.89376587,-9.763126
36540280746034,-0.035609,-0.10524651,0.3501981,0.26423997,-0.36199275,-7.3608932
36540281766573,0.12717573,0.16369323,-0.35887262,-0.54336834,-0.038211435,-12.30131
36540282777136,-0.9509649,0.11625103,-0.1367115,-1.4214535,1.3921864,-10.210386
36540283782561,1.0796906,0.14385444,-0.3123829,-0.606746,-0.044079848,-16.376253
36540284803097,-1.0475504,-0.074586146,-0.01650949,0.1958587,-0.22659774,-10.62806
36540285818634,-0.13963723,0.15757324,-0.29267687,0.92662907,-0.4221662,-10.386594
36540286824142,0.35173655,0.23498826,-0.03372357,-0.10611934,-0.3545159,-14.721402
36540287829677,0.26353872,0.078538835,-0.62399447,0.45318624,1.6767163,-9.665339
36540288835230,0.2554493,-0.08934931,0.037619438,0.7650135,0.7606395,-6.9078226
36540289845780,0.26442856,-0.023586951,0.20159382,1.3027982,0.42093143,-9.058551
36540290776202,0.19439384,0.22867481,0.22303842,1.6282059,0.25148848,-13.717802
36540291781748,0.24812047,0.15568976,0.5886705,1.4688003,-1.1688685,-9.562711
36540292782264,-1.2462035,0.46206105,0.3739604,1.6052943,0.8721257,-10.094808
36540293822814,0.1385235,0.060613208,-0.028353302,2.035016,-0.7530953,-11.067785
36540294823349,0.7331231,-0.054443754,0.29151574,1.8869897,0.6946241,-6.611236
36540295828864,-0.19704728,0.58644676,0.5693325,0.8582713,-0.22870222,-16.556002
36540296829443,0.17115541,0.4254406,0.47110483,-0.49044558,-0.603569,-13.767007
36540297839927,0.1395103,0.35968325,0.33712122,-0.78929204,0.71052015,-13.867889
36540298840457,0.11603945,0.15717901,0.3409602,-1.1909778,0.6004872,-11.958738
36540299846009,-1.0804693,0.117603764,-0.042567264,-1.783749,1.6784989,-6.943422
36540300756485,0.7607042,-0.053052787,-0.07222165,-1.8113419,1.266,-8.068595
36540301766988,-0.07192922,0.13452576,-0.103117146,-2.159019,0.7280901,-4.381253
36540302777681,-0.66165817,0.039236818,0.32092986,-0.87298423,0.30778223,-20.34181
36540303788144,-0.6572183,0.1818206,-0.19242595,-2.4618406,0.19026858,-7.9101577
36540304798615,1.3472445,-0.16960002,0.06753087,-1.138938,-0.019308161,-8.454738
36540305824257,-0.37408,0.17090623,-0.10291412,-1.86801,0.746298,-14.369056
36540306749746,0.3175885,-0.012053258,-0.084855944,-2.0374215,0.04760428,-8.901227
36540307765170,0.10925999,0.084673055,-0.4952217,-0.94110554,1.4906858,-15.239357
36540308770701,-0.45244718,0.016712919,-0.74787337,-0.9381722,-0.9132354,-5.961467
36540309771303,0.2551604,0.3426207,0.15678018,-0.7610311,0.40037176,-13.10489
36540310796770,-0.8622666,-0.08574523,-0.022383401,1.0746176,-0.706182,-6.765956
36540311802307,0.3903162,-0.13075146,-0.6994923,1.4777819,-1.9086988,-7.4553638
36540312807842,-0.13232449,0.33938855,-0.21510422,2.3327527,-0.9571791,-20.096931
36540313823368,-0.6797192,0.06710671,0.333393,1.5072589,1.1644573,-10.321213
36540314828893,0.2345237,-0.05742493,0.22296263,1.1072148,0.8226166,-9.688337
36540315834449,0.0031154654,-0.011029498,0.048640653,1.1177278,0.36156932,-7.7790465
36540316834968,-0.5000662,-0.01203822,0.21698721,1.0743208,-0.15576342,-9.849696
36540317745570,0.5334808,-0.113871284,0.37457937,0.8690688,-1.0413942,-7.093307
36540318781010,-0.46171865,0.1875024,0.80293316,0.5594955,0.10865834,-9.854065
36540319786532,0.27380154,0.13170664,0.016852051,0.94636077,0.3761492,-12.354335
36540320797113,-0.4545013,0.32489178,0.38801202,-0.017841559,0.5420421,-10.738169
36540321802742,0.9223604,0.0773239,-0.24026306,1.408906,-0.90884817,-12.317251
36540322808207,-0.28135848,0.32842618,0.16705576,1.5901936,0.9751488,-14.384038
36540323813724,0.38004926,-0.15429643,-0.009115444,0.82739216,2.281593,-6.1210804
36540324819277,-0.16391267,0.061866507,0.21912411,-0.11337678,-0.36105403,-11.048927
36540325834733,0.03688194,0.10891075,0.7227859,1.1240897,0.95633227,-9.71374
36540326760335,-0.2219168,0.09523979,-0.11673092,1.2391211,1.6147509,-7.866189
36540327770771,0.71199065,-0.08986915,-0.33027756,1.0479174,0.43787006,-6.959906
36540328776298,-0.8783726,0.1632065,-0.05699281,0.8594514,0.3262245,-13.41399
36540329781827,-0.40721837,0.23849434,-0.30786136,0.050511908,0.9863151,-14.528394
36540330797367,1.1529088,0.014218499,-0.43449092,0.10893628,0.27231774,-9.259486
36540331802909,0.35272473,0.034476094,-0.42134315,0.41362822,1.8805627,-9.37363
36540332808617,0.18258572,0.08681921,0.4699068,-0.27679047,0.4729721,-11.699696
36540333823967,-0.78314626,0.120259844,0.17972538,0.33861664,1.7067876,-11.413416
36540334839524,-0.4542206,0.28798175,-0.22613725,0.9647022,1.2848446,-10.367345
36540335755005,0.9396993,0.10170548,-0.29961616,1.2120904,0.07933571,-10.199006
36540336760539,0.63583124,0.041619852,0.089521006,0.86083436,0.6224098,-11.473228
36540337776224,-0.02417872,0.20108344,0.09503678,0.56524956,0.08168186,-11.7244
36540338786638,-0.16253038,0.12726967,0.3583839,1.4326632,0.20277308,-12.277784
36540339792147,-0.12270343,-0.026072415,0.08029375,1.5162737,0.12196302,-9.451931
36540340812692,-0.19076917,0.003172314,0.20079756,1.6498873,-0.025792677,-7.412283
36540341813217,0.42506036,0.150341,0.30368438,1.2531089,-0.34684223,-12.35069
36540342833749,0.21112984,0.4984429,0.29135203,0.7081572,1.4026059,-12.839722
36540343839282,-0.28378206,0.40541047,0.16153362,0.7919522,1.7572812,-16.518974
36540344844819,0.5868728,0.12519224,0.3677838,0.47412816,-0.18545093,-7.6734676
36540345750362,0.04408359,0.42328492,0.54721904,-0.5493924,0.7308003,-10.481225
36540346770961,-0.31003225,0.48123938,0.34699702,-1.4150401,0.9907056,-17.472057
36540347786394,-0.35715488,0.17773099,0.07148899,-2.0845742,1.4626265,-15.289201
36540348806919,0.0410399,-0.14356336,0.09656045,-2.573431,1.9218736,-8.900257
36540349832613,0.48478767,0.02440925,-0.00011750364,-3.0692337,0.5222102,-9.982029
36540350848075,0.18638119,0.042075284,0.107039176,-2.6517305,0.40155473,-15.751013
36540351773618,-0.3670081,0.122024804,-0.32039174,-3.468076,-0.25266907,-12.855939
36540352804167,0.24404699,0.0709732,-0.4914255,-2.632545,-0.77096874,-16.707739
36540353809613,0.21338187,-0.18427236,-0.032276955,-1.8209131,2.5572207,-12.728547
36540354825108,0.20656157,-0.13774177,0.11013919,-1.2906731,1.0423571,-1.2026912
36540355830676,0.39008185,-0.07719279,-0.4517271,-1.8943727,0.25108263,-8.1088
36540356836267,0.34234774,0.27277073,-0.056425992,-2.3924942,0.8451004,-15.105007
36540357846699,-0.6705437,0.09679206,0.03320887,-1.8948323,0.06422946,-7.3251925
36540358847264,0.6491558,0.07221903,-0.11891898,-1.7408817,1.3986583,-8.552388
36540359767727,-0.12937513,-0.15347236,0.19340423,-1.8933156,1.5439277,-9.901743
36540360778256,0.1616941,0.34990868,-0.3417377,-1.4955789,1.9670506,-14.006626
36540361778816,0.4695605,0.10894543,-0.042486668,-2.0917726,-1.8122438,-7.020538
36540362779323,-0.14149846,0.11660196,0.33473304,-1.0470765,-0.3781289,-10.76502
36540363789925,-0.87304693,-0.13856824,0.22012231,-1.4589365,-0.45112517,-7.584978
36540364805491,0.9415396,0.39242318,0.21953957,-1.130104,-0.6686068,-15.8826065
36540365831111,0.92496026,-0.43861687,-0.6801003,-3.6259623,10.513834,-20.483917
36540366836477,-1.0831854,1.2224419,8.225707,4.3478518,8.106028,0.64584863
36540367847114,0.030041188,-0.15826434,-0.32459491,-0.5074344,-3.559494,-9.140492
36540368762618,-0.7046046,0.22596982,-0.4638646,-0.67496634,-1.3899033,-9.537253
36540369773010,0.0083261775,0.00468755,0.06985641,0.09361488,-0.41120848,-9.77375
36540370773552,0.002495075,-0.0016781064,0.0002681244,0.024701377,-0.44612667,-9.785555
36540371789087,-0.014601436,-0.00072074815,-0.0045949984,0.047128826,-0.44940838,-9.78079
36540372809630,-0.0012043806,-0.0016746771,-0.0024501858,0.04830475,-0.42954266,-9.778793
36540373815220,0.003969053,-0.0012564313,0.006009175,-0.025073873,-0.41149879,-9.805133
36540374825666,0.17130946,0.031322036,0.10502359,0.3692289,-0.15031442,-10.267616
36540375831229,-0.20294487,0.12625852,0.44450396,1.2401856,-0.944474,-8.764957
36540376836745,0.09077176,-0.04596025,-0.040118843,0.74276847,-0.63097703,-9.960977
36540377847275,-0.08326819,-0.14250235,-0.09313461,0.66505265,-0.22494845,-9.611506
36540378752741,0.008799017,-0.00026969268,0.0040392564,0.016445166,-0.3488404,-9.792434
36540379758351,-0.0023619656,0.0034124325,0.01445616,0.11552965,-0.39397308,-9.77765
36540380768817,0.025020603,-0.008852321,0.027677288,0.18370609,-0.39783844,-9.784077
